,All recorded offences,,,,,,,,,,,,,,,,,,Violence Against the Person,,,,,,,,,,,,,,,,,,Sexual Offences,,,,,,,,,,,,,,,,,,Robbery,,,,,,,,,,,,,,,,,,Burglary,,,,,,,,,,,,,,,,,,Theft and Handling,,,,,,,,,,,,,,,,,,Fraud or Forgery,,,,,,,,,,,,,,,,,,Criminal Damage,,,,,,,,,,,,,,,,,,Drugs,,,,,,,,,,,,,,,,,,Other Notifiable Offences,,,,,,,,,,,,,,,,,
Borough,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kensington and Chelsea,"30,779","30,714","29,605","31,921","29,873","26,812","24,731","24,328","23,485","21,979","20,883","21,181","20,766","20,839","17,975","18,836","19,663","17,206","3,294","3,314","3,063","3,471","3,378","3,272","3,325","3,597","3,168","3,147","2,978","2,954","2,752","2,698","2,659","4,016","4,580","4,010",182,139,191,306,265,318,211,201,154,170,155,169,179,205,221,339,301,449,828,991,"1,189",673,794,792,906,787,659,509,550,533,622,639,533,445,436,801,"3,450","3,555","2,826","2,512","2,576","2,580","2,444","2,182","1,783","1,855","1,585","1,776","1,667","1,752","1,744","1,571","1,562","1,210","15,748","16,558","17,043","18,835","17,420","14,969","13,790","13,308","12,564","10,907","10,969","11,279","11,940","12,065","10,635","10,411","10,155","8,515","3,704","2,722","1,898","2,274","1,840","1,531","1,116",804,659,828,"1,021",820,780,868,31,23,19,35,"2,635","2,529","2,431","2,624","2,293","2,099","1,789","1,706","1,551","1,354","1,175","1,173","1,176","1,004",855,"1,023","1,047",877,677,614,688,936,"1,019","1,046",968,"1,511","2,721","2,926","2,205","2,239","1,480","1,402","1,063",750,"1,254","1,519",261,292,276,290,288,205,182,232,226,283,245,238,170,206,234,258,309,299
Kingston upon Thames,"14,649","14,265","13,811","14,330","16,309","15,690","15,141","13,105","12,276","11,296","11,012","11,150","11,232","10,198","9,288","9,774","10,155","8,739","2,422","2,495","2,667","2,857","3,447","3,520","3,240","3,003","2,575","2,191","2,262","2,230","2,212","2,212","2,053","2,642","3,110","2,758",116,120,153,150,162,181,176,152,150,113,149,178,166,163,150,227,238,292,175,245,318,305,292,257,337,302,285,273,265,237,249,217,142,97,122,449,"1,503","1,349","1,180",985,939,984,"1,188","1,038","1,069","1,136","1,177","1,240","1,323","1,381","1,111","1,003",885,804,"5,579","5,429","5,153","5,694","6,655","6,291","6,143","5,186","5,205","4,743","4,605","4,768","4,761","4,333","4,110","3,824","3,667","3,212","1,489","1,313","1,206","1,059","1,179","1,140",753,445,368,428,463,478,567,306,9,11,17,10,"2,650","2,649","2,602","2,738","3,093","2,835","2,785","2,290","1,780","1,627","1,376","1,329","1,175","1,048",899,"1,030","1,023",899,561,505,378,377,350,364,425,552,676,640,555,542,647,426,703,779,882,592,154,160,154,165,192,118,94,137,168,145,160,148,132,112,111,161,211,146
Lambeth,"52,212","50,950","57,092","54,188","49,937","45,784","41,968","38,868","35,855","35,186","35,458","35,672","36,993","34,912","32,923","33,025","34,998","29,787","8,243","7,904","8,232","9,151","9,475","9,813","8,991","8,344","7,664","7,831","7,797","7,686","7,112","6,827","7,343","9,568","10,670","8,990",532,561,544,584,491,602,577,468,413,491,559,542,509,490,557,758,873,220,"3,390","4,691","6,465","4,017","3,298","3,021","2,998","2,911","2,428","2,181","2,416","2,746","3,093","2,622","2,256","1,308","1,177",98,"6,914","6,150","6,974","5,694","4,980","4,150","3,884","3,685","3,691","3,480","3,714","3,421","3,769","3,751","3,797","2,833","2,658","2,634","19,685","19,412","22,206","21,277","19,354","17,401","15,990","13,851","12,428","11,706","12,348","13,366","14,757","15,292","13,893","12,630","13,361","11,272","4,589","4,059","3,939","3,437","2,920","2,072","1,245","1,060",807,"1,014","1,062","1,228","1,218",953,51,42,58,36,"6,898","6,384","6,509","6,333","5,928","5,479","4,769","4,463","4,008","3,633","3,599","3,208","3,003","2,443","2,429","2,636","2,712","2,361","1,510","1,367","1,733","3,167","2,904","2,728","2,980","3,453","3,767","4,221","3,411","3,032","3,102","2,114","2,115","2,645","2,829","2,129",451,422,490,528,587,518,534,633,649,629,552,443,430,420,482,605,660,570
Lewisham,"29,628","27,814","29,008","28,763","31,577","34,833","33,387","32,150","31,055","31,553","29,553","28,874","27,172","24,727","22,327","22,109","24,712","20,654","5,051","5,331","5,501","5,709","6,664","7,858","8,463","8,062","8,376","8,800","7,645","6,854","6,254","5,765","6,324","7,398","8,696","7,434",394,372,389,459,376,407,380,411,370,371,373,372,435,418,474,597,630,733,"1,277","1,547","1,966","1,627","1,924","1,783","2,304","2,635","1,667","1,377","1,305","1,620","1,556","1,334","1,170",780,819,"1,062","4,129","3,287","3,490","3,708","3,837","3,778","3,524","3,579","3,149","2,923","3,014","3,290","3,261","3,382","3,029","2,186","2,142","1,703","10,451","9,866","10,004","10,195","10,592","10,981","10,744","9,621","9,346","9,342","8,739","9,057","8,750","8,760","7,164","7,122","7,690","6,538","2,698","1,923","1,939","1,542","2,158","3,599","1,723","1,759","1,446","1,566","1,466","1,454","1,703",807,34,34,41,33,"4,532","4,549","4,669","4,152","4,446","4,643","4,562","4,052","3,983","3,903","3,785","3,148","2,944","2,320","2,117","2,278","2,426","2,031",804,638,749,"1,049","1,198","1,420","1,365","1,644","2,299","2,760","2,651","2,499","1,868","1,596","1,660","1,296","1,802","1,168",292,301,301,322,382,364,322,387,419,511,575,580,401,345,355,418,466,427
Merton,"16,812","16,569","17,747","17,880","18,738","17,281","17,299","16,078","15,025","15,146","14,840","14,721","14,157","13,376","11,596","12,164","12,933","10,973","2,907","2,932","3,153","3,460","3,615","3,800","3,664","3,361","3,670","3,744","3,383","2,871","2,534","2,541","2,534","3,251","4,110","3,413",130,118,187,178,158,216,204,177,202,215,185,212,183,180,231,206,309,580,321,397,634,684,584,459,625,598,539,543,554,548,677,544,370,299,253,740,"2,030","1,792","1,967","1,930","2,034","1,764","1,796","1,828","1,607","1,899","1,909","2,264","2,230","1,996","1,709","1,740","1,403","1,164","6,024","5,798","6,345","6,600","6,877","6,423","6,750","5,971","4,945","4,720","5,083","5,413","5,215","5,445","4,783","4,542","4,717","4,170","1,581","1,603","1,603","1,424","1,493","1,217",972,946,664,705,578,514,614,446,21,10,23,16,"3,336","3,508","3,420","3,156","3,357","2,896","2,667","2,484","2,161","2,187","2,047","1,838","1,637","1,268","1,179","1,347","1,435","1,150",302,265,252,247,387,346,444,481,"1,017",908,933,937,957,793,609,585,471,370,181,156,186,201,233,160,177,232,220,225,168,124,110,163,160,184,212,207
Newham,"38,335","38,776","40,616","41,157","40,615","36,460","39,020","35,597","35,448","33,519","34,259","34,361","32,011","31,716","28,950","28,986","30,084","26,306","7,260","7,344","7,550","8,096","8,210","7,977","8,422","7,578","7,712","7,159","7,474","7,006","6,421","6,458","6,713","8,207","9,800","8,110",347,334,433,433,484,449,389,360,340,327,461,469,432,390,538,640,826,240,"1,736","2,106","2,400","2,150","2,242","1,939","2,501","2,520","2,357","1,706","2,266","2,281","2,460","2,260","2,166","1,484","1,349",243,"3,874","3,460","3,886","3,494","3,398","3,410","4,112","3,371","3,138","3,140","3,619","3,593","3,204","3,026","2,950","2,238","2,253","1,728","14,126","14,928","15,607","16,497","15,880","13,596","14,523","13,091","13,159","12,360","12,031","12,929","12,657","13,452","12,283","11,770","11,059","10,482","3,820","3,243","3,504","3,218","2,970","3,136","2,438","2,414","1,914","1,704","1,719","1,621","1,734","1,536",44,40,39,43,"6,147","6,282","5,681","5,701","5,721","4,450","4,286","4,190","4,025","3,948","3,667","3,106","2,575","2,280","2,133","2,232","2,512","2,068",642,670,"1,091","1,139","1,261","1,134","2,016","1,657","2,387","2,702","2,614","2,884","2,121","1,849","1,652","1,789","1,620","1,417",383,409,464,429,449,369,333,416,416,473,408,472,407,465,471,586,626,558
Redbridge,"24,578","25,226","28,001","28,737","28,438","26,173","24,679","24,646","22,544","24,410","24,034","24,519","24,257","22,419","20,044","20,128","19,637","16,963","3,621","3,753","3,721","4,565","4,682","4,690","3,976","4,323","4,236","4,156","4,297","4,134","3,878","4,124","4,557","5,845","6,206","5,340",180,194,240,231,235,281,207,204,200,270,230,228,288,254,340,485,526,609,652,900,"1,221","1,096","1,188","1,241","1,329","1,353",925,"1,035",915,"1,016","1,164","1,003",884,704,637,"1,291","3,137","2,798","2,899","2,974","2,990","3,058","3,282","3,053","2,888","3,395","3,417","3,638","3,606","3,339","2,891","2,535","1,999","1,834","9,733","10,135","11,562","11,729","11,389","10,347","10,065","9,420","7,936","8,513","8,566","9,197","8,977","9,028","7,734","6,979","6,923","6,319","3,244","3,065","3,548","3,182","2,856","2,244","1,948","2,222","1,440","1,957","1,567","1,521","1,467",911,21,31,32,23,"3,467","3,750","4,135","4,071","4,234","3,596","2,792","2,648","2,421","2,654","2,457","2,345","2,335","1,591","1,486","1,652","1,663","1,392",327,384,405,583,550,490,838,"1,213","2,302","2,195","2,350","2,206","2,248","1,897","1,783","1,483","1,245",780,217,247,270,306,314,226,242,210,196,235,235,234,294,272,348,414,406,338
Richmond upon Thames,"15,504","14,683","16,057","16,814","15,446","15,320","14,891","13,408","12,073","11,885","11,529","11,734","12,012","11,803","10,518","10,788","10,729","9,780","2,081","1,991","2,115","2,547","2,497","2,570","2,345","2,122","1,930","2,012","2,240","2,138","1,986","2,052","1,939","2,554","3,001","2,672",134,94,112,104,101,174,139,129,149,118,136,138,168,154,139,211,248,424,160,236,353,291,257,376,455,408,287,229,228,172,226,207,191,143,138,513,"2,430","2,384","2,174","2,120","1,787","2,017","2,395","2,085","1,932","1,881","1,670","2,054","2,026","2,161","1,820","1,671","1,321","1,211","6,070","5,733","6,351","7,046","6,452","6,003","5,640","5,616","4,906","4,664","4,499","4,497","4,905","4,920","4,487","4,502","4,285","4,095",953,991,"1,169",852,935,562,517,293,289,352,500,527,608,364,26,15,22,15,"3,230","2,841","3,171","3,278","2,834","3,234","3,020","2,268","1,740","1,715","1,523","1,470","1,396","1,194","1,100","1,065","1,107",998,292,253,397,376,405,299,289,402,733,765,611,594,581,592,668,433,364,291,154,160,215,200,178,85,91,85,107,149,122,144,116,159,148,194,243,159
Southwark,"43,734","40,447","45,707","45,960","46,276","43,771","41,432","39,713","40,029","39,266","37,048","36,252","34,475","32,747","31,195","30,130","31,422","27,529","7,479","7,442","7,760","8,221","8,912","9,338","9,065","8,435","8,864","8,917","8,850","7,702","6,613","6,502","6,401","8,342","9,127","7,919",455,444,438,457,500,479,457,455,347,415,470,502,504,425,494,645,673,252,"2,008","2,162","3,086","2,220","2,295","2,406","2,981","2,695","2,181","1,915","2,060","2,348","2,474","2,583","2,058","1,254","1,221",87,"5,443","4,235","5,016","4,885","4,556","4,411","4,143","4,087","4,140","3,326","3,333","3,193","3,531","3,211","3,428","2,783","2,952","2,562","16,232","14,907","17,565","18,934","18,831","16,921","16,013","14,707","13,966","13,129","12,176","12,939","13,567","13,774","13,156","11,272","12,231","10,952","4,469","4,136","4,762","3,644","2,950","2,721","1,837","2,079","2,019","2,198","1,482","1,314",914,983,43,39,41,29,"5,442","5,279","5,517","5,777","6,030","5,414","3,892","4,031","3,789","3,582","3,173","3,176","3,023","2,354","2,408","2,454","2,584","2,299","1,743","1,429","1,138","1,382","1,669","1,608","2,458","2,662","4,085","5,115","4,732","4,444","3,334","2,413","2,755","2,805","2,118","1,489",463,413,425,440,533,473,586,562,638,669,772,634,515,502,452,536,475,414
Sutton,"14,493","13,938","15,359","14,987","16,154","16,942","16,077","15,408","13,340","13,831","13,033","12,408","11,736","11,188","10,401","10,974","10,949","9,102","2,113","2,056","2,451","3,065","3,214","3,555","3,161","2,989","2,559","2,648","2,650","2,273","2,444","2,569","2,547","3,347","3,817","3,132",128,97,115,135,135,170,190,139,154,188,195,177,205,209,220,288,275,646,228,240,339,276,354,231,411,413,379,346,338,285,319,297,251,178,156,"1,219","1,689","1,471","1,820","1,446","1,397","1,429","1,480","1,451","1,545","1,690","1,523","1,614","1,560","1,518","1,431","1,428","1,247",998,"5,641","5,145","5,685","5,370","5,593","5,843","6,116","5,760","5,291","5,387","5,056","5,209","4,544","4,385","4,047","3,758","3,433","2,934","1,101","1,098","1,104","1,114","1,478","1,295",996,558,326,455,462,389,409,265,8,4,12,5,"3,197","3,428","3,496","3,174","3,524","3,904","3,170","3,246","2,486","2,448","2,081","1,756","1,619","1,257","1,259","1,346","1,318","1,065",265,294,255,259,341,379,428,667,459,513,589,585,540,511,502,470,491,373,131,109,94,148,118,136,125,185,141,156,139,120,96,177,136,155,200,204
Tower Hamlets,"34,071","35,070","37,273","41,124","39,188","36,329","33,756","32,627","30,892","27,710","26,990","28,652","29,452","29,082","27,139","27,348","28,752","26,005","5,385","5,965","6,390","7,538","7,724","7,895","7,455","7,727","6,701","6,069","6,195","6,303","5,819","6,115","6,645","8,051","9,178","8,276",318,383,347,449,372,410,401,403,354,308,336,380,430,386,430,564,594,246,"1,589","1,757","2,117","1,790","1,568","1,457","1,675","1,908","1,367","1,069",934,"1,162","1,416","1,438","1,250","1,159","1,143",145,"3,724","3,714","3,262","3,567","3,023","3,070","3,467","2,890","2,765","2,279","2,106","2,558","2,717","2,805","2,621","2,411","2,564","2,461","13,858","14,336","15,470","17,677","17,329","15,302","13,796","12,484","12,027","9,939","9,701","10,709","11,055","11,154","10,576","9,991","10,345","9,770","3,186","2,895","3,442","3,075","2,502","2,293","1,390",895,898,"1,316","1,031","1,214","1,391",942,21,22,33,25,"4,643","4,608","4,710","5,278","5,036","4,427","3,720","3,523","3,326","3,130","2,948","2,805","2,464","2,190","2,126","2,383","2,367","2,044",998,986,"1,100","1,332","1,178","1,099","1,414","2,198","2,962","3,148","3,317","3,097","3,717","3,251","2,970","2,193","1,885","1,173",370,426,435,418,456,376,438,599,492,452,422,424,443,801,500,574,643,591
Waltham Forest,"27,035","25,771","30,260","32,264","30,912","29,491","30,143","28,927","25,751","26,240","27,266","27,539","24,876","24,478","22,097","20,782","21,799","17,899","4,565","4,804","4,973","5,427","6,002","6,241","6,831","6,052","5,423","5,610","5,839","5,455","4,926","4,982","5,414","6,462","7,217","6,143",247,247,297,288,269,239,278,240,214,229,310,290,318,271,401,437,481,600,943,"1,281","2,154","1,791","1,655","1,796","2,392","1,954","1,471","1,484","1,651","1,741","1,693","1,270",870,737,592,"1,065","3,766","3,123","4,012","3,812","3,284","3,144","3,131","3,116","2,923","3,326","3,372","3,581","3,202","2,927","2,741","2,272","2,179","1,617","9,269","9,088","10,448","12,312","11,514","10,942","10,524","10,247","8,908","8,649","9,170","10,303","9,747","10,323","8,948","7,265","7,388","6,399","3,713","2,836","3,399","3,663","2,817","1,889","1,554","1,556","1,035","1,104","1,559","1,500","1,196",966,20,31,35,43,"3,720","3,623","4,038","3,986","4,497","4,045","3,671","3,510","3,286","3,190","2,853","2,586","2,318","1,917","1,786","1,761","2,059","1,635",557,522,680,765,605,937,"1,468","1,903","2,173","2,348","2,166","1,778","1,214","1,509","1,560","1,447","1,404",754,255,247,259,220,269,258,294,349,318,300,346,305,262,313,357,370,444,360
Wandsworth,"35,527","34,756","35,717","36,204","33,567","31,641","30,130","30,039","27,299","25,088","25,469","24,723","24,392","25,445","22,241","22,583","23,292","20,809","5,303","4,862","5,002","5,354","5,336","5,898","6,139","5,647","5,242","5,103","5,240","4,867","4,090","4,115","4,243","5,958","7,079","5,815",278,291,364,368,344,333,328,342,343,336,336,358,334,331,377,460,600,424,"1,217","1,427","1,948","1,788","1,574","1,475","1,668","1,724","1,391","1,162","1,293","1,286","1,209","1,255",909,495,521,524,"4,695","4,023","4,352","4,547","3,664","3,616","3,108","3,943","3,355","2,889","2,966","3,205","3,145","3,368","3,019","2,619","2,377","1,932","15,001","14,660","15,026","15,056","14,404","12,788","12,226","11,827","11,166","10,161","9,862","10,063","11,096","12,055","10,565","9,866","9,617","9,322","3,848","3,811","3,040","2,937","2,200","2,181","1,589","1,139",899,853,926,885,916,926,28,23,31,28,"4,249","4,793","4,874","4,525","4,631","4,220","3,509","2,956","3,013","2,917","2,781","2,566","2,275","1,907","1,735","1,856","1,829","1,582",613,632,812,"1,296","1,038",818,"1,263","2,191","1,615","1,354","1,721","1,188","1,010","1,182","1,024",865,744,718,323,257,299,333,376,312,300,270,275,313,344,305,317,306,341,441,494,358
Westminster,"87,615","83,379","86,270","86,151","79,296","79,338","71,582","66,267","63,934","63,331","64,022","63,996","66,315","62,014","54,054","48,279","49,204","42,414","9,097","8,483","8,734","9,898","9,558","10,454","9,445","8,414","8,436","8,570","8,835","8,741","8,287","7,036","7,322","9,006","10,251","9,658",633,517,772,702,688,772,738,572,554,552,513,540,607,486,595,844,819,558,"2,468","2,397","2,763","1,752","1,437","1,505","1,577","1,756","1,645","1,861","1,719","1,935","2,069","2,475","2,357","1,755","1,598",496,"5,532","5,403","5,646","5,264","4,296","4,497","4,158","3,801","3,581","3,771","3,534","3,322","3,472","4,007","3,963","3,294","3,193","2,652","51,338","51,225","53,097","53,855","49,116","48,363","43,876","40,276","37,865","36,960","38,179","37,349","39,677","38,401","32,441","27,721","28,247","23,380","9,040","6,847","6,744","5,763","5,737","5,162","3,725","2,266","2,114","2,245","2,159","2,245","2,344","2,063",83,75,68,93,"5,418","5,104","4,829","4,725","4,464","3,925","3,247","3,070","3,200","3,147","3,146","2,844","2,431","2,177","2,137","2,039","2,105","1,862","3,087","2,596","2,761","3,101","2,919","3,673","3,932","5,234","5,733","5,367","5,083","6,170","6,637","4,634","4,244","2,682","2,146","1,788","1,002",807,924,"1,091","1,081",987,884,878,806,858,854,850,791,735,912,863,777,644
Heathrow,"6,717","6,490","6,371","6,323","6,071","6,168","6,024","5,053","4,402","3,817","3,283","2,950","3,079","2,698","2,484","3,128","3,077","2,795",355,325,344,371,351,504,625,524,686,490,368,270,277,287,282,436,292,269,22,22,33,22,20,33,29,36,28,40,33,27,31,29,20,19,26,784,6,6,16,10,8,7,7,9,4,1,4,4,4,4,2,5,2,"1,553",102,51,78,67,44,58,35,30,21,19,9,17,7,4,16,12,17,11,"4,154","4,227","4,350","4,368","4,149","4,107","3,714","3,287","2,736","2,309","2,039","1,910","1,946","1,815","1,661","1,638","1,500","1,262",879,673,627,784,787,677,882,504,319,315,300,255,247,105,45,29,26,22,202,187,151,118,120,102,130,117,65,63,62,61,76,67,74,81,70,57,40,44,61,73,84,49,50,57,90,108,54,49,130,84,77,66,83,66,957,955,711,510,508,631,552,489,453,472,414,357,361,303,307,842,"1,061","1,081"
Inner London,"537,810","523,929","558,919","567,070","546,653","517,540","491,150","464,361","438,570","421,210","413,218","412,747","411,639","395,150","357,143","355,735","374,203","325,810","77,921","77,302","79,445","86,181","89,196","96,015","95,111","88,532","84,736","84,091","83,144","79,636","72,404","70,609","72,344","92,869","106,982","93,353","4,820","4,647","5,322","5,679","5,550","5,776","5,396","4,735","4,306","4,367","4,800","5,029","4,997","4,754","5,453","7,179","8,046","5,581","23,217","26,021","33,010","25,349","23,353","21,679","24,447","24,824","19,906","16,800","17,569","19,139","21,026","19,810","17,012","12,984","12,773","7,056","60,195","54,957","57,755","56,236","50,399","48,368","47,071","44,566","41,930","38,989","37,961","38,863","39,089","37,971","37,487","31,929","31,567","26,255","235,130","238,719","258,185","268,398","256,450","232,166","220,001","203,000","185,597","170,756","172,663","179,664","189,138","189,947","168,639","155,338","158,306","140,205","52,533","41,331","41,357","36,228","33,729","32,902","22,075","18,197","14,766","16,408","15,687","15,566","15,686","13,420",473,465,478,469,"63,212","62,064","62,585","62,109","60,479","54,441","47,066","44,043","41,820","38,801","36,599","33,260","30,663","25,459","23,967","26,236","27,151","23,094","15,236","13,837","15,662","20,995","21,227","20,872","24,765","30,742","39,908","44,901","38,778","35,966","33,488","27,517","26,060","22,230","22,032","17,221","5,546","5,051","5,598","5,895","6,270","5,321","5,218","5,722","5,601","6,097","6,017","5,624","5,148","5,663","5,708","6,505","6,868","6,041"
Outer London,"471,689","463,187","491,223","506,484","508,203","491,413","486,951","452,365","419,060","419,884","412,905","407,264","399,908","373,718","341,178","350,446","363,364","314,694","73,667","77,638","81,562","92,230","96,641","105,407","101,528","93,299","87,321","89,827","91,102","85,936","81,171","78,820","81,324","104,153","119,344","104,389","4,063","4,082","4,569","4,709","4,630","5,055","4,868","4,534","4,432","4,332","5,094","5,136","5,093","5,058","5,890","7,640","8,165","8,274","12,792","14,964","20,521","17,134","17,278","17,347","20,857","20,938","17,090","15,754","15,897","16,707","17,867","14,926","11,240","8,921","8,796","11,053","63,855","57,367","58,193","57,124","54,918","53,048","56,404","52,132","51,943","54,545","54,826","54,495","57,085","54,709","47,772","41,703","38,124","30,814","173,113","172,202","180,988","190,899","188,219","175,991","176,672","159,427","143,823","140,299","137,878","142,604","141,610","142,007","131,295","124,818","125,620","112,295","48,910","40,919","45,202","45,167","43,615","36,565","29,362","24,256","17,926","22,099","22,273","22,132","22,361","13,648",460,462,566,464,"80,521","81,978","85,067","82,146","86,866","81,141","75,204","69,778","60,608","56,362","51,611","47,020","42,200","34,398","32,643","34,600","36,419","31,112","10,270","9,744","10,481","12,243","11,021","12,090","17,866","23,168","31,262","31,462","28,648","27,748","27,181","24,785","24,923","21,578","18,912","13,881","4,498","4,293","4,640","4,832","5,015","4,769","4,190","4,833","4,655","5,204","5,576","5,486","5,340","5,367","5,631","6,571","7,418","6,637"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Met Police Area,"1,016,216","994,233","1,057,360","1,080,741","1,060,930","1,015,121","984,125","921,779","862,032","844,911","829,406","822,961","814,626","771,566","700,805","709,309","740,644","643,299","151,943","155,276","161,359","178,802","186,188","201,926","197,264","182,355","172,743","174,408","174,614","165,842","153,852","149,716","153,950","197,458","226,618","198,011","8,905","8,759","9,944","10,427","10,200","10,864","10,293","9,305","8,766","8,739","9,927","10,192","10,121","9,841","11,363","14,838","16,237","14,639","36,015","40,992","53,547","42,496","40,640","39,033","45,311","45,771","37,000","32,555","33,470","35,850","38,897","34,740","28,254","21,910","21,571","19,662","124,152","112,376","116,027","113,427","105,361","101,474","103,510","96,728","93,894","93,553","92,796","93,375","96,181","92,684","85,275","73,644","69,708","57,080","412,397","415,174","443,572","463,710","448,818","412,264","400,387","365,714","332,156","313,364","312,580","324,178","332,694","333,769","301,595","281,794","285,426","253,762","102,322","83,453","87,873","82,898","78,133","70,144","52,319","42,957","33,011","38,822","38,260","37,953","38,294","27,173",978,956,"1,070",955,"143,935","144,231","147,804","144,374","147,465","135,684","122,400","113,938","102,493","95,226","88,272","80,341","72,939","59,924","56,684","60,917","63,640","54,263","25,546","23,626","26,208","33,321","32,332","33,011","42,681","53,967","71,260","76,471","67,480","63,763","60,799","52,386","51,060","43,874","41,027","31,168","11,001","10,346","11,026","11,286","11,793","10,721","9,960","11,044","10,709","11,773","12,007","11,467","10,849","11,333","11,646","13,918","15,347","13,759"
